Usage_time,Battery,Temp1,Temp2,Temp3,LFoot_x,LFoot_y,LFoot_z,RFoot_x,RFoot_y,RFoot_z,LFootCOP_x,LFootCOP_y,RFootCOP_x,RFootCOP_y,LFootCOP_value,LFootCOP_vector_x,LFootCOP_vector_y,RFootCOP_value,RFootCOP_vector_x,RFootCOP_vector_y,LFoot_time_travel,RFoot_time_travel,LH_Abd_Temp,LH_Rot_Temp,LH_Flex_Temp,LK_Temp,LA_Lat_Temp,LA_Med_Temp,RH_Abd_Temp,RH_Rot_Temp,RH_Flex_Temp,RK_Temp,RA_Lat_Temp,RA_Med_Temp,LH_Abd_Amp,LH_Rot_Amp,LH_Flex_Amp,LK_Amp,LA_Lat_Amp,LA_Med_Amp,RH_Abd_Amp,RH_Rot_Amp,RH_Flex_Amp,RK_Amp,RA_Lat_Amp,RA_Med_Amp
00:00:15:882,92,94.0,86.0,51.0,30500.0,0.0,0.0,30400.0,0.0,0.0,-31.0,-72.0,-79.0,-37.0,0.0,30.0,30.0,13.0,30.0,-30.0,3.0,3.0,37.0,15.0,48.0,70.0,59.0,58.0,99.0,79.0,41.0,89.0,17.0,90.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0
00:00:15:934,92,94.0,86.0,51.0,30500.0,0.0,0.0,30600.0,0.0,0.0,133.0,38.0,-79.0,-37.0,16.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,37.0,15.0,48.0,70.0,59.0,58.0,99.0,79.0,41.0,89.0,17.0,90.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0
00:00:15:987,92,94.0,86.0,51.0,30700.0,0.0,0.0,30600.0,0.0,0.0,133.0,38.0,54.0,-41.0,0.0,30.0,30.0,20.0,30.0,-30.0,3.0,3.0,37.0,15.0,48.0,70.0,59.0,58.0,99.0,79.0,41.0,89.0,17.0,90.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0
00:00:16:019,91,94.0,86.0,51.0,30700.0,0.0,0.0,30600.0,0.0,0.0,133.0,38.0,54.0,-41.0,0.0,30.0,30.0,20.0,30.0,-30.0,3.0,3.0,37.0,15.0,48.0,70.0,59.0,58.0,99.0,79.0,41.0,89.0,17.0,90.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0
00:00:16:043,91,94.0,86.0,51.0,30700.0,0.0,0.0,30800.0,0.0,0.0,88.0,-44.0,54.0,-41.0,19.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,37.0,15.0,48.0,70.0,59.0,58.0,99.0,79.0,41.0,89.0,17.0,90.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0
00:00:16:079,91,75.0,48.0,49.0,30700.0,0.0,0.0,30800.0,0.0,0.0,88.0,-44.0,54.0,-41.0,19.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,13.0,31.0,89.0,45.0,99.0,39.0,24.0,21.0,80.0,53.0,60.0,57.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0
00:00:16:103,91,75.0,48.0,49.0,30900.0,0.0,0.0,30800.0,0.0,0.0,88.0,-44.0,183.0,10.0,0.0,30.0,30.0,17.0,30.0,-30.0,3.0,3.0,13.0,31.0,89.0,45.0,99.0,39.0,24.0,21.0,80.0,53.0,60.0,57.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0
00:00:16:149,91,75.0,48.0,49.0,30900.0,0.0,0.0,31000.0,0.0,0.0,106.0,-73.0,183.0,10.0,21.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,13.0,31.0,89.0,45.0,99.0,39.0,24.0,21.0,80.0,53.0,60.0,57.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0
00:00:16:201,91,75.0,48.0,49.0,31100.0,0.0,0.0,31000.0,0.0,0.0,106.0,-73.0,18.0,-72.0,0.0,30.0,30.0,16.0,30.0,-30.0,3.0,3.0,13.0,31.0,89.0,45.0,99.0,39.0,24.0,21.0,80.0,53.0,60.0,57.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0
00:00:16:254,91,75.0,48.0,49.0,31100.0,0.0,0.0,31200.0,0.0,0.0,212.0,-43.0,18.0,-72.0,10.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,13.0,31.0,89.0,45.0,99.0,39.0,24.0,21.0,80.0,53.0,60.0,57.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0
00:00:16:365,91,75.0,48.0,49.0,31300.0,0.0,0.0,31200.0,0.0,0.0,212.0,-43.0,-42.0,55.0,0.0,30.0,30.0,23.0,30.0,-30.0,3.0,3.0,13.0,31.0,89.0,45.0,99.0,39.0,24.0,21.0,80.0,53.0,60.0,57.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0
00:00:16:418,91,75.0,48.0,49.0,31300.0,0.0,0.0,31400.0,0.0,0.0,203.0,12.0,-42.0,55.0,10.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,13.0,31.0,89.0,45.0,99.0,39.0,24.0,21.0,80.0,53.0,60.0,57.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0
00:00:16:470,91,75.0,48.0,49.0,31500.0,0.0,0.0,31400.0,0.0,0.0,203.0,12.0,-4.0,-54.0,0.0,30.0,30.0,28.0,30.0,-30.0,3.0,3.0,13.0,31.0,89.0,45.0,99.0,39.0,24.0,21.0,80.0,53.0,60.0,57.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0
00:00:16:528,91,75.0,48.0,49.0,31500.0,0.0,0.0,31600.0,0.0,0.0,-21.0,-8.0,-4.0,-54.0,29.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,13.0,31.0,89.0,45.0,99.0,39.0,24.0,21.0,80.0,53.0,60.0,57.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0
00:00:16:578,91,92.0,6.0,89.0,31500.0,0.0,0.0,31600.0,0.0,0.0,-21.0,-8.0,-4.0,-54.0,29.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,97.0,90.0,59.0,55.0,91.0,21.0,13.0,31.0,54.0,6.0,47.0,47.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0
00:00:16:579,91,92.0,6.0,89.0,31700.0,0.0,0.0,31600.0,0.0,0.0,-21.0,-8.0,178.0,-44.0,0.0,30.0,30.0,12.0,30.0,-30.0,3.0,3.0,97.0,90.0,59.0,55.0,91.0,21.0,13.0,31.0,54.0,6.0,47.0,47.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0
00:00:16:630,91,92.0,6.0,89.0,31700.0,0.0,0.0,31800.0,0.0,0.0,106.0,-26.0,178.0,-44.0,30.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,97.0,90.0,59.0,55.0,91.0,21.0,13.0,31.0,54.0,6.0,47.0,47.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0
00:00:16:682,91,92.0,6.0,89.0,31900.0,0.0,0.0,31800.0,0.0,0.0,106.0,-26.0,52.0,49.0,0.0,30.0,30.0,16.0,30.0,-30.0,3.0,3.0,97.0,90.0,59.0,55.0,91.0,21.0,13.0,31.0,54.0,6.0,47.0,47.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0
00:00:16:734,91,92.0,6.0,89.0,31900.0,0.0,0.0,32000.0,0.0,0.0,206.0,-57.0,52.0,49.0,10.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,97.0,90.0,59.0,55.0,91.0,21.0,13.0,31.0,54.0,6.0,47.0,47.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0
00:00:16:786,91,92.0,6.0,89.0,32100.0,0.0,0.0,32000.0,0.0,0.0,206.0,-57.0,158.0,-57.0,0.0,30.0,30.0,19.0,30.0,-30.0,3.0,3.0,97.0,90.0,59.0,55.0,91.0,21.0,13.0,31.0,54.0,6.0,47.0,47.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0
00:00:16:838,91,92.0,6.0,89.0,32100.0,0.0,0.0,32200.0,0.0,0.0,232.0,61.0,158.0,-57.0,10.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,97.0,90.0,59.0,55.0,91.0,21.0,13.0,31.0,54.0,6.0,47.0,47.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0
00:00:16:890,91,92.0,6.0,89.0,32300.0,0.0,0.0,32200.0,0.0,0.0,232.0,61.0,213.0,-4.0,0.0,30.0,30.0,11.0,30.0,-30.0,3.0,3.0,97.0,90.0,59.0,55.0,91.0,21.0,13.0,31.0,54.0,6.0,47.0,47.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0
00:00:16:942,91,92.0,6.0,89.0,32300.0,0.0,0.0,32400.0,0.0,0.0,-44.0,41.0,213.0,-4.0,16.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,97.0,90.0,59.0,55.0,91.0,21.0,13.0,31.0,54.0,6.0,47.0,47.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0
00:00:16:994,91,92.0,6.0,89.0,32500.0,0.0,0.0,32400.0,0.0,0.0,-44.0,41.0,-34.0,-38.0,0.0,30.0,30.0,15.0,30.0,-30.0,3.0,3.0,97.0,90.0,59.0,55.0,91.0,21.0,13.0,31.0,54.0,6.0,47.0,47.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0
00:00:17:047,91,92.0,6.0,89.0,32500.0,0.0,0.0,32600.0,0.0,0.0,22.0,-40.0,-34.0,-38.0,11.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,97.0,90.0,59.0,55.0,91.0,21.0,13.0,31.0,54.0,6.0,47.0,47.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0
00:00:17:080,91,94.0,24.0,36.0,32500.0,0.0,0.0,32600.0,0.0,0.0,22.0,-40.0,-34.0,-38.0,11.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,95.0,7.0,36.0,61.0,66.0,25.0,47.0,88.0,5.0,50.0,98.0,73.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0
00:00:17:101,91,94.0,24.0,36.0,32700.0,0.0,0.0,32600.0,0.0,0.0,22.0,-40.0,64.0,43.0,0.0,30.0,30.0,12.0,30.0,-30.0,3.0,3.0,95.0,7.0,36.0,61.0,66.0,25.0,47.0,88.0,5.0,50.0,98.0,73.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0
00:00:17:152,91,94.0,24.0,36.0,32700.0,0.0,0.0,32800.0,0.0,0.0,224.0,-28.0,64.0,43.0,23.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,95.0,7.0,36.0,61.0,66.0,25.0,47.0,88.0,5.0,50.0,98.0,73.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0
00:00:17:204,91,94.0,24.0,36.0,32900.0,0.0,0.0,32800.0,0.0,0.0,224.0,-28.0,111.0,-23.0,0.0,30.0,30.0,18.0,30.0,-30.0,3.0,3.0,95.0,7.0,36.0,61.0,66.0,25.0,47.0,88.0,5.0,50.0,98.0,73.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0
00:00:17:256,91,94.0,24.0,36.0,32900.0,0.0,0.0,33000.0,0.0,0.0,68.0,20.0,111.0,-23.0,17.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,95.0,7.0,36.0,61.0,66.0,25.0,47.0,88.0,5.0,50.0,98.0,73.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0
00:00:17:307,91,94.0,24.0,36.0,33100.0,0.0,0.0,33000.0,0.0,0.0,68.0,20.0,98.0,-17.0,0.0,30.0,30.0,17.0,30.0,-30.0,3.0,3.0,95.0,7.0,36.0,61.0,66.0,25.0,47.0,88.0,5.0,50.0,98.0,73.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0
00:00:17:359,91,94.0,24.0,36.0,33100.0,0.0,0.0,33200.0,0.0,0.0,160.0,-36.0,98.0,-17.0,27.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,95.0,7.0,36.0,61.0,66.0,25.0,47.0,88.0,5.0,50.0,98.0,73.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0
00:00:17:411,91,94.0,24.0,36.0,33300.0,0.0,0.0,33200.0,0.0,0.0,160.0,-36.0,143.0,-64.0,0.0,30.0,30.0,26.0,30.0,-30.0,3.0,3.0,95.0,7.0,36.0,61.0,66.0,25.0,47.0,88.0,5.0,50.0,98.0,73.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0
00:00:17:464,91,94.0,24.0,36.0,33300.0,0.0,0.0,33400.0,0.0,0.0,192.0,-4.0,143.0,-64.0,13.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,95.0,7.0,36.0,61.0,66.0,25.0,47.0,88.0,5.0,50.0,98.0,73.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0
00:00:17:516,91,94.0,24.0,36.0,33500.0,0.0,0.0,33400.0,0.0,0.0,192.0,-4.0,35.0,-77.0,0.0,30.0,30.0,28.0,30.0,-30.0,3.0,3.0,95.0,7.0,36.0,61.0,66.0,25.0,47.0,88.0,5.0,50.0,98.0,73.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0
00:00:17:567,91,94.0,24.0,36.0,33500.0,0.0,0.0,33600.0,0.0,0.0,153.0,-55.0,35.0,-77.0,29.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,95.0,7.0,36.0,61.0,66.0,25.0,47.0,88.0,5.0,50.0,98.0,73.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0
00:00:17:582,91,34.0,56.0,7.0,33500.0,0.0,0.0,33600.0,0.0,0.0,153.0,-55.0,35.0,-77.0,29.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,43.0,84.0,15.0,34.0,57.0,18.0,48.0,87.0,3.0,99.0,79.0,88.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0
00:00:17:620,91,34.0,56.0,7.0,33700.0,0.0,0.0,33600.0,0.0,0.0,153.0,-55.0,-73.0,9.0,0.0,30.0,30.0,11.0,30.0,-30.0,3.0,3.0,43.0,84.0,15.0,34.0,57.0,18.0,48.0,87.0,3.0,99.0,79.0,88.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0
00:00:17:672,91,34.0,56.0,7.0,33700.0,0.0,0.0,33800.0,0.0,0.0,149.0,38.0,-73.0,9.0,19.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,43.0,84.0,15.0,34.0,57.0,18.0,48.0,87.0,3.0,99.0,79.0,88.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0
00:00:17:724,91,34.0,56.0,7.0,33900.0,0.0,0.0,33800.0,0.0,0.0,149.0,38.0,15.0,62.0,0.0,30.0,30.0,28.0,30.0,-30.0,3.0,3.0,43.0,84.0,15.0,34.0,57.0,18.0,48.0,87.0,3.0,99.0,79.0,88.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0
00:00:17:776,91,34.0,56.0,7.0,33900.0,0.0,0.0,34000.0,0.0,0.0,59.0,79.0,15.0,62.0,22.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,43.0,84.0,15.0,34.0,57.0,18.0,48.0,87.0,3.0,99.0,79.0,88.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0
00:00:17:828,91,34.0,56.0,7.0,34100.0,0.0,0.0,34000.0,0.0,0.0,59.0,79.0,212.0,7.0,0.0,30.0,30.0,13.0,30.0,-30.0,3.0,3.0,43.0,84.0,15.0,34.0,57.0,18.0,48.0,87.0,3.0,99.0,79.0,88.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0
00:00:17:879,91,34.0,56.0,7.0,34100.0,0.0,0.0,34200.0,0.0,0.0,-32.0,74.0,212.0,7.0,13.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,43.0,84.0,15.0,34.0,57.0,18.0,48.0,87.0,3.0,99.0,79.0,88.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0
00:00:17:932,91,34.0,56.0,7.0,34300.0,0.0,0.0,34200.0,0.0,0.0,-32.0,74.0,1.0,40.0,0.0,30.0,30.0,19.0,30.0,-30.0,3.0,3.0,43.0,84.0,15.0,34.0,57.0,18.0,48.0,87.0,3.0,99.0,79.0,88.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0
00:00:17:984,91,34.0,56.0,7.0,34300.0,0.0,0.0,34400.0,0.0,0.0,168.0,-36.0,1.0,40.0,21.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,43.0,84.0,15.0,34.0,57.0,18.0,48.0,87.0,3.0,99.0,79.0,88.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0
00:00:18:021,90,34.0,56.0,7.0,34300.0,0.0,0.0,34400.0,0.0,0.0,168.0,-36.0,1.0,40.0,21.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,43.0,84.0,15.0,34.0,57.0,18.0,48.0,87.0,3.0,99.0,79.0,88.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
00:00:18:041,90,34.0,56.0,7.0,34500.0,0.0,0.0,34400.0,0.0,0.0,168.0,-36.0,68.0,-45.0,0.0,30.0,30.0,23.0,30.0,-30.0,3.0,3.0,43.0,84.0,15.0,34.0,57.0,18.0,48.0,87.0,3.0,99.0,79.0,88.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
00:00:18:104,90,27.0,24.0,0.0,34500.0,0.0,0.0,34400.0,0.0,0.0,168.0,-36.0,68.0,-45.0,0.0,30.0,30.0,23.0,30.0,-30.0,3.0,3.0,52.0,1.0,62.0,57.0,65.0,80.0,6.0,69.0,99.0,93.0,3.0,51.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
00:00:18:111,90,27.0,24.0,0.0,34500.0,0.0,0.0,34600.0,0.0,0.0,-49.0,58.0,68.0,-45.0,20.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,52.0,1.0,62.0,57.0,65.0,80.0,6.0,69.0,99.0,93.0,3.0,51.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
00:00:18:178,90,27.0,24.0,0.0,34700.0,0.0,0.0,34600.0,0.0,0.0,-49.0,58.0,-78.0,-61.0,0.0,30.0,30.0,20.0,30.0,-30.0,3.0,3.0,52.0,1.0,62.0,57.0,65.0,80.0,6.0,69.0,99.0,93.0,3.0,51.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
00:00:18:230,90,27.0,24.0,0.0,34700.0,0.0,0.0,34800.0,0.0,0.0,221.0,-29.0,-78.0,-61.0,11.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,52.0,1.0,62.0,57.0,65.0,80.0,6.0,69.0,99.0,93.0,3.0,51.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
00:00:18:281,90,27.0,24.0,0.0,34900.0,0.0,0.0,34800.0,0.0,0.0,221.0,-29.0,214.0,-33.0,0.0,30.0,30.0,22.0,30.0,-30.0,3.0,3.0,52.0,1.0,62.0,57.0,65.0,80.0,6.0,69.0,99.0,93.0,3.0,51.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
00:00:18:333,90,27.0,24.0,0.0,34900.0,0.0,0.0,35000.0,0.0,0.0,29.0,-71.0,214.0,-33.0,30.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,52.0,1.0,62.0,57.0,65.0,80.0,6.0,69.0,99.0,93.0,3.0,51.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
00:00:18:385,90,27.0,24.0,0.0,35100.0,0.0,0.0,35000.0,0.0,0.0,29.0,-71.0,-1.0,-74.0,0.0,30.0,30.0,12.0,30.0,-30.0,3.0,3.0,52.0,1.0,62.0,57.0,65.0,80.0,6.0,69.0,99.0,93.0,3.0,51.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
00:00:18:436,90,27.0,24.0,0.0,35100.0,0.0,0.0,35200.0,0.0,0.0,228.0,-10.0,-1.0,-74.0,13.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,52.0,1.0,62.0,57.0,65.0,80.0,6.0,69.0,99.0,93.0,3.0,51.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
00:00:18:489,90,27.0,24.0,0.0,35300.0,0.0,0.0,35200.0,0.0,0.0,228.0,-10.0,-66.0,10.0,0.0,30.0,30.0,23.0,30.0,-30.0,3.0,3.0,52.0,1.0,62.0,57.0,65.0,80.0,6.0,69.0,99.0,93.0,3.0,51.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
00:00:18:541,90,27.0,24.0,0.0,35300.0,0.0,0.0,35400.0,0.0,0.0,214.0,42.0,-66.0,10.0,12.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,52.0,1.0,62.0,57.0,65.0,80.0,6.0,69.0,99.0,93.0,3.0,51.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
00:00:18:594,90,27.0,24.0,0.0,35500.0,0.0,0.0,35400.0,0.0,0.0,214.0,42.0,-6.0,-34.0,0.0,30.0,30.0,30.0,30.0,-30.0,3.0,3.0,52.0,1.0,62.0,57.0,65.0,80.0,6.0,69.0,99.0,93.0,3.0,51.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
00:00:18:610,90,29.0,81.0,59.0,35500.0,0.0,0.0,35400.0,0.0,0.0,214.0,42.0,-6.0,-34.0,0.0,30.0,30.0,30.0,30.0,-30.0,3.0,3.0,26.0,31.0,80.0,62.0,1.0,67.0,95.0,90.0,69.0,54.0,51.0,57.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
00:00:18:645,90,29.0,81.0,59.0,35500.0,0.0,0.0,35600.0,0.0,0.0,31.0,-17.0,-6.0,-34.0,10.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,26.0,31.0,80.0,62.0,1.0,67.0,95.0,90.0,69.0,54.0,51.0,57.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
00:00:18:698,90,29.0,81.0,59.0,35700.0,0.0,0.0,35600.0,0.0,0.0,31.0,-17.0,191.0,57.0,0.0,30.0,30.0,18.0,30.0,-30.0,3.0,3.0,26.0,31.0,80.0,62.0,1.0,67.0,95.0,90.0,69.0,54.0,51.0,57.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
00:00:18:750,90,29.0,81.0,59.0,35700.0,0.0,0.0,35800.0,0.0,0.0,-42.0,47.0,191.0,57.0,18.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,26.0,31.0,80.0,62.0,1.0,67.0,95.0,90.0,69.0,54.0,51.0,57.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
00:00:18:802,90,29.0,81.0,59.0,35900.0,0.0,0.0,35800.0,0.0,0.0,-42.0,47.0,140.0,-18.0,0.0,30.0,30.0,28.0,30.0,-30.0,3.0,3.0,26.0,31.0,80.0,62.0,1.0,67.0,95.0,90.0,69.0,54.0,51.0,57.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
00:00:18:855,90,29.0,81.0,59.0,35900.0,0.0,0.0,36000.0,0.0,0.0,221.0,-52.0,140.0,-18.0,10.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,26.0,31.0,80.0,62.0,1.0,67.0,95.0,90.0,69.0,54.0,51.0,57.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
00:00:18:906,90,29.0,81.0,59.0,36100.0,0.0,0.0,36000.0,0.0,0.0,221.0,-52.0,-75.0,15.0,0.0,30.0,30.0,19.0,30.0,-30.0,3.0,3.0,26.0,31.0,80.0,62.0,1.0,67.0,95.0,90.0,69.0,54.0,51.0,57.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
00:00:18:958,90,29.0,81.0,59.0,36100.0,0.0,0.0,36200.0,0.0,0.0,-48.0,-10.0,-75.0,15.0,13.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,26.0,31.0,80.0,62.0,1.0,67.0,95.0,90.0,69.0,54.0,51.0,57.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
00:00:19:010,90,29.0,81.0,59.0,36300.0,0.0,0.0,36200.0,0.0,0.0,-48.0,-10.0,133.0,7.0,0.0,30.0,30.0,22.0,30.0,-30.0,3.0,3.0,26.0,31.0,80.0,62.0,1.0,67.0,95.0,90.0,69.0,54.0,51.0,57.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
00:00:19:061,90,29.0,81.0,59.0,36300.0,0.0,0.0,36400.0,0.0,0.0,79.0,-69.0,133.0,7.0,25.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,26.0,31.0,80.0,62.0,1.0,67.0,95.0,90.0,69.0,54.0,51.0,57.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
00:00:19:108,90,27.0,53.0,25.0,36300.0,0.0,0.0,36400.0,0.0,0.0,79.0,-69.0,133.0,7.0,25.0,30.0,30.0,0.0,30.0,-30.0,3.0,3.0,91.0,89.0,88.0,65.0,50.0,73.0,12.0,93.0,21.0,25.0,11.0,42.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
